1	112620	2	1
1	971904	2	1
1	1.07036e+06	2	1
1	1.09035e+06	2	1
1	1.66145e+06	2	1
1	1.88115e+06	nan	nan
1	1.90859e+06	2	1
1	1.949e+06	2	1
1	1.95292e+06	2	1
1	2.34815e+06	2	1
1	2.43488e+06	2	1
1	2.84232e+06	2	1
1	2.91014e+06	2	1
1	3.01433e+06	2	1
1	3.23657e+06	2	1
1	3.32883e+06	2	1
1	3.35066e+06	2	1
1	3.44757e+06	2	1
1	3.79824e+06	2	1
1	3.97463e+06	2	1
1	4.09585e+06	2	1
1	4.64772e+06	2	1
1	4.70188e+06	nan	nan
1	4.71319e+06	2	1
1	5.93389e+06	2	1
1	6.11708e+06	nan	nan
1	6.30536e+06	2	1
1	6.3882e+06	2	1
1	6.46468e+06	2	1
1	6.76095e+06	2	1
1	6.84838e+06	2	1
1	6.8528e+06	2	1
1	7.24705e+06	2	1
1	7.25018e+06	nan	nan
1	8.34228e+06	2	1
1	8.50065e+06	nan	nan
1	8.8508e+06	2	1
1	8.92012e+06	2	1
1	9.16071e+06	2	1
1	9.16188e+06	2	1
1	9.7535e+06	2	1
1	9.85186e+06	2	1
1	9.86929e+06	2	1
1	1.00587e+07	2	1
1	1.01858e+07	2	1
1	1.01934e+07	2	1
1	1.11871e+07	nan	nan
1	1.1813e+07	nan	nan
1	1.19636e+07	2	1
1	1.22325e+07	2	1
1	1.23231e+07	2	1
1	1.24223e+07	2	1
1	1.24959e+07	2	1
1	1.26257e+07	2	1
1	1.36914e+07	2	1
1	1.37065e+07	2	1
1	1.48002e+07	2	1
1	1.48722e+07	2	1
1	1.52753e+07	2	1
1	1.53398e+07	2	1
1	1.61722e+07	nan	nan
1	1.65712e+07	nan	nan
1	1.66367e+07	2	1
1	1.69235e+07	2	1
1	1.72443e+07	2	1
1	1.73176e+07	2	1
1	1.74571e+07	2	1
1	1.7713e+07	2	1
1	1.81411e+07	2	1
1	1.81962e+07	nan	nan
1	1.833e+07	2	1
1	1.85129e+07	2	1
1	1.87765e+07	2	1
1	1.88269e+07	2	1
1	1.90863e+07	2	1
1	1.91811e+07	2	1
1	1.9874e+07	2	1
1	2.01061e+07	2	1
1	2.11668e+07	2	1
1	2.12855e+07	nan	nan
1	2.14174e+07	nan	nan
1	2.1653e+07	nan	nan
